Name,active,url,name,start,end,pos,height,weight,birthdate,college
Keith Herron,0,http://www.basketball-reference.com/players/h/herroke01.html,Keith Herron,1979,1982,G-F,6-6,195,"June 14, 1956",Villanova University
Lee Robbins,0,http://www.basketball-reference.com/players/r/robbile01.html,Lee Robbins,1948,1949,F,6-3,175,"February 11, 1922",University of Colorado
David Stockton,1,http://www.basketball-reference.com/players/s/stockda01.html,David Stockton,2015,2015,G,5-11,165,"June 24, 1991",Gonzaga University
Rodney Rogers,0,http://www.basketball-reference.com/players/r/rogerro01.html,Rodney Rogers,1994,2005,F,6-7,235,"June 20, 1971",Wake Forest University
Dennis Van Zant,0,http://www.basketball-reference.com/players/v/vanzade01.html,Dennis Van Zant,1976,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University
Donta Smith,0,http://www.basketball-reference.com/players/s/smithdo04.html,Donta Smith,2005,2006,G-F,6-7,215,"November 27, 1983",Southeastern Illinois College
Geoff Huston,0,http://www.basketball-reference.com/players/h/hustoge01.html,Geoff Huston,1980,1987,G,6-2,175,"November 8, 1957",Texas Tech University
Keith Edmonson,0,http://www.basketball-reference.com/players/e/edmonke01.html,Keith Edmonson,1983,1984,G,6-5,195,"September 28, 1960",Purdue University
Kevin Burleson,0,http://www.basketball-reference.com/players/b/burleke01.html,Kevin Burleson,2006,2006,G,6-3,205,"April 9, 1979",University of Minnesota
Wilbert Kautz,0,http://www.basketball-reference.com/players/k/kautzwi01.html,Wilbert Kautz,1947,1947,G-F,6-0,180,"September 7, 1915",Loyola University of Chicago
Laron Profit,0,http://www.basketball-reference.com/players/p/profila01.html,Laron Profit,2000,2006,G-F,6-5,204,"August 5, 1977",University of Maryland
Tyler Johnson,1,http://www.basketball-reference.com/players/j/johnsty01.html,Tyler Johnson,2015,2016,G,6-4,186,"May 7, 1992","California State University, Fresno"
Darius Morris,1,http://www.basketball-reference.com/players/m/morrida01.html,Darius Morris,2012,2015,G,6-4,190,"January 3, 1991",University of Michigan
Terrel Harris,1,http://www.basketball-reference.com/players/h/harrite01.html,Terrel Harris,2012,2013,G,6-5,190,"August 10, 1987",Oklahoma State University
George Feigenbaum,0,http://www.basketball-reference.com/players/f/feigege01.html,George Feigenbaum,1950,1953,G,6-1,185,"July 2, 1929",University of Kentucky
Allen Iverson,0,http://www.basketball-reference.com/players/i/iversal01.html,Allen Iverson,1997,2010,G,6-0,165,"June 7, 1975",Georgetown University
Bob Faught,0,http://www.basketball-reference.com/players/f/faughbo01.html,Bob Faught,1947,1947,F,6-5,185,"September 2, 1921",University of Notre Dame
Byron Beck,0,http://www.basketball-reference.com/players/b/beckby01.html,Byron Beck,1968,1977,C-F,6-9,225,"January 25, 1945",University of Denver
John Havlicek*,0,http://www.basketball-reference.com/players/h/havlijo01.html,John Havlicek*,1963,1978,F-G,6-5,203,"April 8, 1940",Ohio State University
Ronald Dupree,0,http://www.basketball-reference.com/players/d/duprero01.html,Ronald Dupree,2004,2011,F,6-7,209,"January 26, 1981",Louisiana State University
Jim Bradley,0,http://www.basketball-reference.com/players/b/bradlji01.html,Jim Bradley,1974,1976,F,6-8,215,"March 16, 1952",Northern Illinois University
Wendell Ladner,0,http://www.basketball-reference.com/players/l/ladnewe01.html,Wendell Ladner,1971,1975,F,6-5,220,"October 6, 1948",University of Southern Mississippi
Bobby Fields,0,http://www.basketball-reference.com/players/f/fieldbo01.html,Bobby Fields,1972,1972,G,6-3,175,"October 20, 1949",La Salle University
Von Wafer,0,http://www.basketball-reference.com/players/w/wafervo01.html,Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State University
Quincy Miller,1,http://www.basketball-reference.com/players/m/millequ01.html,Quincy Miller,2013,2015,F,6-9,210,"November 18, 1992",Baylor University
Earl Shannon,0,http://www.basketball-reference.com/players/s/shannea01.html,Earl Shannon,1947,1949,G-F,5-11,170,"November 23, 1921",University of Rhode Island
Jim Hayes,0,http://www.basketball-reference.com/players/h/hayesji01.html,Jim Hayes,1971,1971,G,6-3,200,"February 18, 1948",Boston University
Casper Ware,1,http://www.basketball-reference.com/players/w/wareca01.html,Casper Ware,2014,2014,G,5-10,175,"January 17, 1990","California State University, Long Beach"
Leonard Gray,0,http://www.basketball-reference.com/players/g/grayle01.html,Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951","California State University, Long Beach"
John Rennicke,0,http://www.basketball-reference.com/players/r/rennijo01.html,John Rennicke,1952,1952,G,6-2,185,"August 11, 1929",Drake University
Rodney Carney,0,http://www.basketball-reference.com/players/c/carnero01.html,Rodney Carney,2007,2011,F,6-7,205,"April 15, 1984",University of Memphis
Luc Mbah a Moute,1,http://www.basketball-reference.com/players/m/mbahalu01.html,Luc Mbah a Moute,2009,2016,F,6-8,230,"September 9, 1986","University of California, Los Angeles"
Lamond Murray,0,http://www.basketball-reference.com/players/m/murrala01.html,Lamond Murray,1995,2006,F,6-7,236,"April 20, 1973",University of California
Jimmy King,0,http://www.basketball-reference.com/players/k/kingji02.html,Jimmy King,1996,1997,G,6-5,210,"August 9, 1973",University of Michigan
Red Rocha,0,http://www.basketball-reference.com/players/r/rochare01.html,Red Rocha,1948,1957,C-F,6-9,185,"September 18, 1923",Oregon State University
Will Perdue,0,http://www.basketball-reference.com/players/p/perduwi01.html,Will Perdue,1989,2001,C,7-0,240,"August 29, 1965",Vanderbilt University
Norm Grekin,0,http://www.basketball-reference.com/players/g/grekino01.html,Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle University
Tony Mitchell,1,http://www.basketball-reference.com/players/m/mitchto02.html,Tony Mitchell,2014,2014,F,6-8,235,"April 7, 1992",University of North Texas
Craig Dill,0,http://www.basketball-reference.com/players/d/dillcr01.html,Craig Dill,1968,1968,C,6-11,215,"December 17, 1944",University of Michigan
Gary Plummer,0,http://www.basketball-reference.com/players/p/plummga01.html,Gary Plummer,1985,1993,F-C,6-9,215,"February 21, 1962",Boston University
Delaney Rudd,0,http://www.basketball-reference.com/players/r/ruddde01.html,Delaney Rudd,1990,1993,G,6-2,180,"November 8, 1962",Wake Forest University
Jordan Adams,1,http://www.basketball-reference.com/players/a/adamsjo01.html,Jordan Adams,2015,2016,G,6-5,209,"July 8, 1994","University of California, Los Angeles"
Thurl Bailey,0,http://www.basketball-reference.com/players/b/baileth01.html,Thurl Bailey,1984,1999,F-C,6-11,215,"April 7, 1961",North Carolina State University
Jason Terry,1,http://www.basketball-reference.com/players/t/terryja01.html,Jason Terry,2000,2016,G,6-2,185,"September 15, 1977",University of Arizona
Lance Allred,0,http://www.basketball-reference.com/players/a/allrela01.html,Lance Allred,2008,2008,C,6-11,250,"February 2, 1981",Weber State University
Johnny Mathis,0,http://www.basketball-reference.com/players/m/mathijo01.html,Johnny Mathis,1968,1968,F,6-6,220,"July 14, 1943",Savannah State University
Irv Kiffin,0,http://www.basketball-reference.com/players/k/kiffiir01.html,Irv Kiffin,1980,1980,F,6-9,225,"August 8, 1951",Oklahoma Baptist University
Kenny Walker,0,http://www.basketball-reference.com/players/w/walkeke01.html,Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",University of Kentucky
Paul Shirley,0,http://www.basketball-reference.com/players/s/shirlpa01.html,Paul Shirley,2003,2005,F,6-10,230,"December 23, 1977",Iowa State University
Mac Otten,0,http://www.basketball-reference.com/players/o/ottenma01.html,Mac Otten,1950,1950,F-C,6-7,220,"December 16, 1925",Bowling Green State University
Tony Dumas,0,http://www.basketball-reference.com/players/d/dumasto01.html,Tony Dumas,1995,1998,G,6-6,190,"August 25, 1972",University of Missouri-Kansas City
Horace Grant,0,http://www.basketball-reference.com/players/g/grantho01.html,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson University
Ronald Franz,0,http://www.basketball-reference.com/players/f/franzro01.html,Ronald Franz,1968,1973,F,6-7,205,"October 20, 1945",University of Kansas
Ralph Johnson,0,http://www.basketball-reference.com/players/j/johnsra01.html,Ralph Johnson,1950,1953,G,5-11,170,"December 6, 1921",Huntington University
Todd Lichti,0,http://www.basketball-reference.com/players/l/lichtto01.html,Todd Lichti,1990,1994,G-F,6-4,205,"January 8, 1967",Stanford University
Lee Knorek,0,http://www.basketball-reference.com/players/k/knorele01.html,Lee Knorek,1947,1950,C,6-7,215,"July 15, 1921",University of Detroit Mercy
John Abramovic,0,http://www.basketball-reference.com/players/a/abramjo01.html,John Abramovic,1947,1948,F,6-3,195,"February 9, 1919",Salem International University
Chuck Terry,0,http://www.basketball-reference.com/players/t/terrych01.html,Chuck Terry,1973,1977,F,6-6,215,"September 27, 1950","California State University, Long Beach"
Sonny Parker,0,http://www.basketball-reference.com/players/p/parkeso01.html,Sonny Parker,1977,1982,F-G,6-6,200,"March 22, 1955",Texas A&M University
Sarunas Jasikevicius,0,http://www.basketball-reference.com/players/j/jasiksa01.html,Sarunas Jasikevicius,2006,2007,G,6-4,195,"March 5, 1976",University of Maryland
Keith Langford,0,http://www.basketball-reference.com/players/l/langfke01.html,Keith Langford,2008,2008,G,6-4,215,"September 15, 1983",University of Kansas
Clinton Smith,0,http://www.basketball-reference.com/players/s/smithcl01.html,Clinton Smith,1987,1991,F,6-6,210,"January 19, 1964",Cleveland State University
Jerry Grote,0,http://www.basketball-reference.com/players/g/groteje01.html,Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount University
Dick Fitzgerald,0,http://www.basketball-reference.com/players/f/fitzgdi01.html,Dick Fitzgerald,1947,1948,F,6-2,175,"November 18, 1920",Seton Hall University
Willie Anderson,0,http://www.basketball-reference.com/players/a/anderwi01.html,Willie Anderson,1989,1997,G-F,6-7,190,"January 8, 1967",University of Georgia
Chris Ford,0,http://www.basketball-reference.com/players/f/fordch01.html,Chris Ford,1973,1982,G-F,6-5,190,"January 11, 1949",Villanova University
Corky Calhoun,0,http://www.basketball-reference.com/players/c/calhoco01.html,Corky Calhoun,1973,1980,F,6-7,210,"November 1, 1950",University of Pennsylvania
Bill Allen,0,http://www.basketball-reference.com/players/a/allenbi01.html,Bill Allen,1968,1968,C-F,6-8,205,,New Mexico State University
Al Butler,0,http://www.basketball-reference.com/players/b/butleal01.html,Al Butler,1962,1965,G,6-2,175,"July 9, 1938",Niagara University
Don Carlos,0,http://www.basketball-reference.com/players/c/carlodo01.html,Don Carlos,1969,1969,G-F,6-5,210,"March 3, 1944",Otterbein College
Chris Robinson,0,http://www.basketball-reference.com/players/r/robinch01.html,Chris Robinson,1997,1998,G,6-5,200,"April 2, 1974",Western Kentucky University
Steven Adams,1,http://www.basketball-reference.com/players/a/adamsst01.html,Steven Adams,2014,2016,C,7-0,255,"July 20, 1993",University of Pittsburgh
Kenny Higgs,0,http://www.basketball-reference.com/players/h/higgske01.html,Kenny Higgs,1979,1982,G,6-0,180,"January 31, 1955",Louisiana State University
Ruben Wolkowyski,0,http://www.basketball-reference.com/players/w/wolkoru01.html,Ruben Wolkowyski,2001,2003,F,6-10,270,"September 30, 1973",
Magic Johnson*,0,http://www.basketball-reference.com/players/j/johnsma02.html,Magic Johnson*,1980,1996,G-F,6-9,215,"August 14, 1959",Michigan State University
Jamario Moon,0,http://www.basketball-reference.com/players/m/moonja01.html,Jamario Moon,2008,2012,F,6-8,205,"June 13, 1980",Meridian Community College
Metta World Peace,1,http://www.basketball-reference.com/players/a/artesro01.html,Metta World Peace,2000,2016,F,6-6,260,"November 13, 1979",St. John's University
Jerome Lane,0,http://www.basketball-reference.com/players/l/laneje01.html,Jerome Lane,1989,1993,F,6-6,230,"December 4, 1966",University of Pittsburgh
Rich Rinaldi,0,http://www.basketball-reference.com/players/r/rinalri01.html,Rich Rinaldi,1972,1974,G,6-3,195,"August 3, 1949",Saint Peter's College
Reggie Royals,0,http://www.basketball-reference.com/players/r/royalre01.html,Reggie Royals,1975,1975,C,6-10,200,"September 18, 1950",Florida State University
Gabe Pruitt,0,http://www.basketball-reference.com/players/p/pruitga01.html,Gabe Pruitt,2008,2009,G,6-4,170,"April 19, 1986",University of Southern California
Walter Piatkowski,0,http://www.basketball-reference.com/players/p/piatkwa01.html,Walter Piatkowski,1969,1972,F,6-8,220,"June 11, 1945",Bowling Green State University
Jeremy Evans,1,http://www.basketball-reference.com/players/e/evansje01.html,Jeremy Evans,2011,2016,F,6-9,196,"October 24, 1987",Western Kentucky University
John Schweitz,0,http://www.basketball-reference.com/players/s/schwejo01.html,John Schweitz,1985,1987,G,6-6,210,"April 19, 1960",University of Richmond
Mike Hall,0,http://www.basketball-reference.com/players/h/hallmi01.html,Mike Hall,2007,2007,F,6-8,230,"June 5, 1984",George Washington University
Mel Nowell,0,http://www.basketball-reference.com/players/n/nowelme01.html,Mel Nowell,1963,1968,G,6-2,170,"December 27, 1939",Ohio State University
Bobby Hooper,0,http://www.basketball-reference.com/players/h/hoopebo01.html,Bobby Hooper,1969,1969,G,6-0,180,"December 22, 1946",University of Dayton
Bob Cluggish,0,http://www.basketball-reference.com/players/c/cluggbo01.html,Bob Cluggish,1947,1947,C,6-10,235,"September 18, 1917",University of Kentucky
Jerry Lucas*,0,http://www.basketball-reference.com/players/l/lucasje01.html,Jerry Lucas*,1964,1974,F-C,6-8,230,"March 30, 1940",Ohio State University
LaMarcus Aldridge,1,http://www.basketball-reference.com/players/a/aldrila01.html,LaMarcus Aldridge,2007,2016,F,6-11,240,"July 19, 1985",University of Texas at Austin
Butch Lee,0,http://www.basketball-reference.com/players/l/leebu01.html,Butch Lee,1979,1980,G,6-0,185,"December 5, 1956",Marquette University
Frank Ramsey*,0,http://www.basketball-reference.com/players/r/ramsefr01.html,Frank Ramsey*,1955,1964,F-G,6-3,190,"July 13, 1931",University of Kentucky
Howie Montgomery,0,http://www.basketball-reference.com/players/m/montgho01.html,Howie Montgomery,1963,1963,F,6-5,220,"August 22, 1940",University of Texas-Pan American
Leo Barnhorst,0,http://www.basketball-reference.com/players/b/barnhle01.html,Leo Barnhorst,1950,1954,F-G,6-4,190,"May 11, 1924",University of Notre Dame
Brad Wright,0,http://www.basketball-reference.com/players/w/wrighbr01.html,Brad Wright,1987,1988,F,6-11,225,"March 26, 1962","University of California, Los Angeles"
John Mandic,0,http://www.basketball-reference.com/players/m/mandijo01.html,John Mandic,1949,1950,F-C,6-4,205,"October 3, 1919",Oregon State University
Beno Udrih,1,http://www.basketball-reference.com/players/u/udrihbe01.html,Beno Udrih,2005,2016,G,6-3,205,"July 5, 1982",
Bill Bradley,0,http://www.basketball-reference.com/players/b/bradlbi02.html,Bill Bradley,1968,1968,G,5-11,165,"June 16, 1941",
Brian Martin,0,http://www.basketball-reference.com/players/m/martibr01.html,Brian Martin,1986,1986,F,6-9,212,"August 18, 1962",University of Kansas
Raymond Brown,0,http://www.basketball-reference.com/players/b/brownra01.html,Raymond Brown,1990,1990,F,6-8,220,"July 5, 1965",University of Idaho
Milt Wagner,0,http://www.basketball-reference.com/players/w/wagnemi01.html,Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",University of Louisville
Rob Rose,0,http://www.basketball-reference.com/players/r/rosero01.html,Rob Rose,1989,1989,G,6-5,180,"December 27, 1964",George Mason University
Howard Nathan,0,http://www.basketball-reference.com/players/n/nathaho01.html,Howard Nathan,1996,1996,G,5-11,175,"January 21, 1972",University of Louisiana at Monroe
Craig Raymond,0,http://www.basketball-reference.com/players/r/raymocr01.html,Craig Raymond,1969,1973,C,6-11,235,"April 5, 1945",Brigham Young University
Kemba Walker,1,http://www.basketball-reference.com/players/w/walkeke02.html,Kemba Walker,2012,2016,G,6-1,172,"May 8, 1990",University of Connecticut
Tex Ritter,0,http://www.basketball-reference.com/players/r/rittete01.html,Tex Ritter,1949,1951,G-F,6-2,185,"February 26, 1924",Eastern Kentucky University
Gerald Wilkins,0,http://www.basketball-reference.com/players/w/wilkige01.html,Gerald Wilkins,1986,1999,G-F,6-6,185,"September 11, 1963",University of Tennessee at Chattanooga
Terry Davis,0,http://www.basketball-reference.com/players/d/daviste01.html,Terry Davis,1990,2001,F-C,6-9,225,"June 17, 1967",Virginia Union University
